id,labels
1	1
2	1
3	1
4	0
5	0
6	1
7	1
8	0
9	0
10	0
11	0
12	1
13	0
14	0
15	0
16	0
17	1
18	1
19	0
20	0
21	1
22	1
23	1
24	0
25	1
26	1
27	1
28	1
29	1
30	1
31	0
32	1
33	1
34	1
35	0
36	1
37	1
38	0
39	1
40	1
41	0
42	0
43	0
44	1
45	1
46	0
47	1
48	1
49	1
50	1
51	0
52	0
53	1
54	0
55	0
56	1
57	0
58	0
59	0
60	1
61	1
62	0
63	1
64	1
65	0
66	1
67	0
68	0
69	1
70	0
71	0
72	1
73	1
74	1
75	0
76	1
77	1
78	1
79	0
80	0
81	0
82	0
83	0
84	1
85	1
86	1
87	1
88	0
89	0
90	0
91	1
92	0
93	0
94	1
95	0
96	1
97	0
98	0
99	0
100	0
101	1
102	0
103	0
104	0
105	0
106	0
107	1
108	0
109	1
110	1
111	0
112	0
113	1
114	0
115	1
116	0
117	0
118	0
119	0
120	1
121	1
122	1
123	1
124	1
125	1
126	0
127	0
128	0
129	0
130	0
131	1
132	0
133	0
134	1
135	1
136	1
137	1
138	1
139	0
140	0
141	1
142	0
143	1
144	1
145	1
146	1
147	0
148	0
149	0
150	1
151	1
152	0
153	1
154	0
155	1
156	0
157	0
158	0
159	0
160	1
161	0
162	1
163	0
164	0
165	1
166	0
167	0
168	1
169	0
170	0
171	1
172	0
173	0
174	0
175	1
176	1
177	1
178	1
179	0
180	0
181	0
182	0
183	1
184	1
185	1
186	1
187	1
188	0
189	1
190	1
191	0
192	0
193	1
194	0
195	1
196	1
197	0
198	0
199	1
200	0
201	0
202	0
203	0
204	1
205	1
206	1
207	0
208	1
209	0
210	0
211	0
212	0
213	1
214	0
215	0
216	1
217	0
218	0
219	0
220	0
221	1
222	1
223	0
224	0
225	1
226	0
227	1
228	1
229	0
230	0
231	0
232	1
233	1
234	0
235	1
236	0
237	1
238	0
239	1
240	0
241	0
242	0
243	0
244	0
245	1
246	1
247	0
248	0
249	1
250	1
251	0
252	0
253	0
254	1
255	1
256	0
257	0
258	1
259	1
260	0
261	0
262	1
263	1
264	1
265	0
266	0
267	0
268	1
269	1
270	0
271	1
272	0
273	0
274	1
275	1
276	0
277	0
278	0
279	0
280	0
281	1
282	1
283	1
284	0
285	1
286	0
287	0
288	0
289	0
290	1
291	0
292	0
293	0
294	1
295	0
296	0
297	1
298	0
299	1
300	0
301	1
302	0
303	1
304	0
305	1
306	1
307	1
308	0
309	0
310	1
311	1
312	1
313	1
314	0
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	0
325	1
326	0
327	0
328	0
329	0
330	0
331	1
332	0
333	0
334	1
335	1
336	1
337	0
338	1
339	0
340	1
341	0
342	1
343	0
344	1
345	0
346	1
347	1
348	1
349	1
350	1
351	1
352	0
353	1
354	1
355	0
356	1
357	1
358	0
359	0
360	1
361	1
362	1
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	1
372	0
373	0
374	0
375	0
376	0
377	0
378	1
379	1
380	0
381	1
382	1
383	1
384	1
385	1
386	1
387	0
388	1
389	0
390	0
391	1
392	1
393	1
394	0
395	1
396	1
397	0
398	1
399	0
400	0
401	0
402	1
403	0
404	0
405	0
406	1
407	1
408	0
409	1
410	1
411	0
412	0
413	1
414	1
415	1
416	1
417	0
418	1
419	0
420	0
421	0
422	1
423	0
424	1
425	1
426	0
427	0
428	1
429	0
430	1
431	1
432	0
433	0
434	0
435	1
436	0
437	0
438	1
439	1
440	1
441	1
442	1
443	0
444	1
445	1
446	0
447	1
448	0
449	0
450	1
451	1
452	0
453	0
454	1
455	0
456	0
457	1
458	1
459	1
460	0
461	0
462	1
463	0
464	1
465	1
466	1
467	0
468	1
469	0
470	0
471	1
472	0
473	0
474	1
475	0
476	1
477	0
478	1
479	1
480	0
481	0
482	1
483	1
484	1
485	0
486	0
487	0
488	1
489	0
490	0
491	1
492	0
493	1
494	0
495	0
496	0
497	0
498	0
499	1
500	1
501	1
502	0
503	0
504	1
505	1
506	1
507	1
508	0
509	1
510	1
511	1
512	0
513	0
514	1
515	1
516	1
517	0
518	0
519	0
520	1
521	0
522	0
523	1
524	0
525	0
526	0
527	0
528	0
529	1
530	0
531	1
532	1
533	0
534	0
535	1
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	1
546	1
547	1
548	0
549	1
550	1
551	0
552	1
553	0
554	1
555	0
556	0
557	1
558	1
559	0
560	1
561	1
562	1
563	0
564	0
565	1
566	1
567	1
568	0
569	1
570	1
571	0
572	1
573	0
574	1
575	0
576	1
577	1
578	1
579	1
580	0
581	0
582	1
583	1
584	1
585	0
586	1
587	0
588	0
589	0
590	0
591	1
592	1
593	1
594	0
595	0
596	1
597	1
598	0
599	0
600	1
601	1
602	1
